0.50 78.8254 0.472613
0.55 59.3968 0.465361
0.60 43.7787 0.357864
0.65 32.8691 0.268932
0.70 24.7373 0.188566
0.75 19.2097 0.14251
0.80 15.1453 0.100896
0.85 12.3584 0.0695324
0.90 10.2669 0.0576493
0.95 8.69281 0.0448609
1.00 7.4162 0.0330313
1.05 6.44713 0.0257712
1.10 5.59063 0.0207238
1.15 4.95292 0.0211312
1.20 4.41771 0.0165084
1.25 3.977 0.0139782
1.30 3.56969 0.010834
1.35 3.25354 0.00975141
1.40 2.96489 0.00974393
1.45 2.74846 0.00780355
1.50 2.53586 0.00740283
1.55 2.34091 0.00614256
1.60 2.17579 0.00555542
1.65 2.03874 0.00589722
1.70 1.89906 0.0048795
1.75 1.79573 0.00435378
1.80 1.69264 0.0041222
1.85 1.59365 0.00353408
1.90 1.50441 0.00363431
1.95 1.43338 0.00305325
2.00 1.35925 0.00311407
