0 -0.00206143 0 0.000539152 0 
10000 -0.00444914 0.00238771 0.00102918 0.000490024 
20000 -0.000558978 0.00412719 7.307e-05 0.000997086 
30000 -0.0011552 0.00297865 0.000241036 0.000724778 
40000 -0.00288833 0.00288568 0.000717007 0.000736023 
50000 -0.00369838 0.00249151 0.000871128 0.000620408 
60000 -0.00399108 0.00212596 0.000955098 0.000531022 
70000 -0.00360663 0.00188084 0.000869683 0.000467743 
80000 -0.00266149 0.00190912 0.00062851 0.000477838 
90000 -0.00268 0.00170767 0.000655601 0.000428249 
100000 -0.00216354 0.0016287 0.000545956 0.000402585 
110000 -0.00180711 0.00152892 0.000453894 0.000378864 
120000 -0.00219978 0.00146019 0.000544716 0.000360144 
130000 -0.00202676 0.0013629 0.000529973 0.000333754 
140000 -0.0018699 0.00127845 0.000445196 0.000322066 
150000 -0.00127426 0.00133601 0.000291922 0.000338015 
160000 -0.00142357 0.00126381 0.000343544 0.000321679 
170000 -0.00119723 0.00121284 0.000288001 0.000308326 
180000 -0.00131525 0.00115329 0.000331902 0.000294933 
190000 -0.00159557 0.00112944 0.000386475 0.00028507 
200000 -0.00173175 0.00108291 0.000414297 0.000272579 
210000 -0.00163792 0.00103677 0.000394131 0.000260675 
220000 -0.00117486 0.00109355 0.000255366 0.000285129 
230000 -0.00135901 0.00106306 0.000297151 0.00027617 
240000 -0.00164819 0.00105987 0.000376505 0.000276523 
250000 -0.00150681 0.00102806 0.000350664 0.000266929 
260000 -0.00194993 0.00108396 0.000472688 0.000284364 
270000 -0.00225482 0.00108812 0.000554199 0.000285887 
280000 -0.00228187 0.00105028 0.000557334 0.00027587 
290000 -0.00225845 0.00101493 0.000531117 0.000267802 
300000 -0.00221815 0.000982476 0.000531653 0.00025902 
310000 -0.00198303 0.000979903 0.000479421 0.000256176 
320000 -0.00172046 0.000985372 0.000412202 0.00025723 
330000 -0.00158225 0.000965891 0.000374583 0.00025237 
340000 -0.00139289 0.000956812 0.000323374 0.000250346 
350000 -0.00150939 0.000937124 0.000349446 0.000244686 
360000 -0.00159409 0.000915371 0.000387416 0.000240991 
370000 -0.00154585 0.000892262 0.000383539 0.000234595 
380000 -0.00166486 0.000877192 0.000422523 0.000231802 
390000 -0.00158878 0.000858359 0.000405365 0.000226584 
400000 -0.00161172 0.000837476 0.000418134 0.000221357 
410000 -0.00166733 0.000819183 0.000430917 0.0002164 
420000 -0.00160306 0.000802483 0.000411754 0.000212175 
430000 -0.00139211 0.000811915 0.000355045 0.000214913 
440000 -0.00158335 0.000816382 0.000411243 0.00021747 
450000 -0.00150704 0.000802075 0.000394091 0.00021338 
460000 -0.00130593 0.000810183 0.00034658 0.000214128 
470000 -0.0010611 0.000830054 0.000276733 0.00022095 
480000 -0.00101376 0.000814314 0.000263403 0.000216804 
490000 -0.00105608 0.000798984 0.000272672 0.000212626 
500000 -0.000914557 0.000795846 0.000236166 0.000211588 
510000 -0.000942507 0.000780891 0.000240966 0.000207535 
520000 -0.000912401 0.000766607 0.000237679 0.000203608 
530000 -0.00073013 0.000774044 0.000193496 0.000204629 
540000 -0.000812144 0.000764253 0.000207504 0.000201362 
550000 -0.000849074 0.00075139 0.000213802 0.000197834 
560000 -0.00081504 0.000738874 0.000209774 0.000194374 
570000 -0.000826131 0.000726108 0.000207588 0.000191005 
580000 -0.00085874 0.000714439 0.000217873 0.000188022 
590000 -0.000812826 0.00070393 0.00020682 0.000185192 
600000 -0.000723527 0.00069803 0.000178633 0.000184299 
610000 -0.00065352 0.000690238 0.000161933 0.000182069 
620000 -0.000563298 0.00068516 0.000138907 0.00018063 
630000 -0.000535037 0.000674961 0.000126658 0.000178206 
640000 -0.000452802 0.000669565 0.000101507 0.000177237 
650000 -0.000442543 0.000659422 0.000102876 0.000174536 
660000 -0.000392424 0.000651436 9.04344e-05 0.000172361 
670000 -0.000480636 0.000647819 0.000114481 0.000171502 
680000 -0.000432467 0.000640176 0.000101545 0.000169492 
690000 -0.000532891 0.000638906 0.000129722 0.000169413 
700000 -0.000539315 0.000629876 0.000134047 0.000167066 
710000 -0.000569625 0.000621805 0.000140266 0.000164847 
720000 -0.000571882 0.000613232 0.000145973 0.000162673 
