1.61325 3.24892 3.85838 3.34099 0.130849 0.747133 1.04079 0.954911 -2.46556 -0.40612 0.303832 -0.668098 
5.28351 2.58978 3.6623 3.42672 1.94283 0.442935 0.974612 0.99751 2.06919 -1.68426 -0.122946 -48.6547 
1.08405 2.36836 2.73579 3.52138 0.0169519 0.339943 0.517059 0.987796 -18.9192 -1.29512 -13.6539 0.958396 
3.96875 1.94835 3.87777 3.6817 0.900785 0.216314 1.29743 1.21455 0.303344 -1.93839 0.851806 3.29872 
5.5391 2.18805 3.70009 3.44308 2.384 0.273036 1.01754 0.887962 3.35603 -1.12946 1.331 -6.27681 
1.37862 3.62722 3.20722 3.58431 0.0787444 0.763042 0.83372 0.965983 -4.12396 0.0866617 -1.42132 -1.66109 
1.83393 4.13256 3.40926 3.38324 0.182466 2.02215 0.808333 0.918606 -1.73054 6.13106 -0.604022 -0.215736 
5.50847 3.30833 4.1421 3.77468 2.31966 0.756386 1.28035 1.11779 3.13432 -0.269377 0.954436 0.830234 
2.18704 3.2851 3.35344 3.70754 0.271033 0.746146 0.735762 1.12973 -1.08242 -0.305704 -0.201415 1.61082 
2.55128 3.22974 2.7949 3.47044 0.371433 0.663176 0.53093 1.02286 -0.678428 -0.27101 -0.836746 -9.85536 
4.4824 4.40224 4.18493 3.67357 1.19231 1.1613 1.36298 1.12705 0.709777 0.674378 1.45639 0.808019 
5.07713 3.12153 3.59657 3.60406 1.68971 0.644294 0.898905 1.03267 1.52681 -0.469134 -0.952166 -0.987221 
4.0385 1.36022 3.42125 3.3912 0.935728 0.0773579 1.00182 0.92631 0.35188 -30.6235 -0.906599 -0.320529 
1.78617 3.83901 3.75623 3.80453 0.171067 0.849285 1.31756 1.23227 -1.85703 0.22513 1.95474 2.7058 
5.63575 5.42718 2.85146 3.5464 2.61935 2.18222 0.874791 0.959126 4.29282 2.74535 1.81434 0.133169 
1.08105 3.83025 4.21627 3.30835 0.016343 0.998226 1.36177 0.925167 -19.6194 0.385491 1.57912 -13.1027 
2.07493 4.49024 3.70222 3.49268 0.242055 1.295 1.08777 1.06809 -1.24831 0.93011 -0.581519 7.72355 
3.50951 2.58956 3.64255 3.41437 0.696958 0.489358 1.00918 0.925055 0.00597516 -8.24944 0.38523 0.0668429 
4.47921 3.54463 2.93104 3.4415 1.19021 0.961738 0.72197 0.969491 0.706771 0.0875569 -1.42303 -0.575929 
1.04944 2.10266 3.01348 3.54633 0.00993754 0.261322 0.655466 1.035 -32.1801 -1.81704 -3.39791 -0.529798 
2.19022 3.74308 3.07764 3.40449 0.271866 1.39775 1.17592 0.920899 -1.0781 1.2815 21.0272 -0.834475 
2.57357 3.62169 4.25277 3.66892 0.377919 0.743187 1.47821 1.13642 -0.658163 0.0766582 2.64003 0.341598 
4.04696 3.70772 4.06438 3.56653 0.940051 1.87381 1.25113 0.962355 0.357866 4.60299 1.13698 -0.710555 
1.10549 4.70537 2.95364 3.7497 0.0213243 1.36803 0.667984 1.20085 -15.0647 0.98601 -1.4686 2.54806 
5.26492 3.53767 2.68787 3.64545 1.91721 0.735417 0.533067 1.02877 2.00894 0.0269342 -1.84762 -0.464826 
1.71199 5.25014 3.72125 3.48659 0.153615 2.41934 1.09998 0.954477 -2.08421 5.86489 0.347771 0.0229968 
1.65555 3.0783 3.64824 3.60815 0.140538 0.767861 0.921678 1.12762 -2.28894 -2.02954 0.136053 -0.131794 
2.43797 3.52753 3.30128 3.20163 0.339108 0.784698 0.887079 0.812599 -0.787856 0.0253666 -0.233697 -1.6819 
3.64923 5.42157 4.13514 3.60691 0.754697 2.28059 1.23536 1.1096 0.0940427 3.40098 0.532643 -0.812329 
4.90515 3.95224 3.9101 3.32408 1.51882 0.937018 1.14113 0.887317 1.21679 0.341752 0.456399 -0.621331 
2.47191 2.05829 4.18931 3.39303 0.348682 0.251405 1.3859 0.886621 -0.753859 -2.15666 0.871239 -0.272036 
3.91678 2.86245 3.60147 3.48849 0.875524 0.657226 1.12121 0.992436 0.268026 -8.05789 2.45856 -0.197151 
4.12054 5.16519 3.3689 3.67809 0.978456 2.14253 1.33742 1.0465 0.410938 3.67521 11.1403 0.831624 
3.50389 1.97584 3.84077 3.40447 0.694705 0.228899 1.03824 1.01196 0.00244436 -2.48323 0.281809 0.560257 
5.61492 2.59432 4.43323 3.34456 2.56374 0.396077 1.54413 0.863125 4.05205 -0.751215 6.10784 -5.18208 
