0 0.00639424 0 0.000117929 0 103.36 
1000 0.00541881 0.000975434 0.00167585 0.00155792 85.14 
2000 0.00653074 0.00124642 0.000877276 0.00120282 98.9 
3000 0.00365956 0.00300341 0.00117094 0.000899791 87.92 
4000 0.00219084 0.00275126 0.00101122 0.000715043 105.1 
5000 0.000854353 0.0026139 0.001275 0.000640653 137.16 
6000 0.00353599 0.00347441 0.00131119 0.000542659 85.74 
7000 0.00405238 0.00305291 0.000843709 0.000662868 99.54 
8000 0.00358343 0.00273295 0.000114216 0.000934832 95.92 
9000 0.00121425 0.00340415 -6.95398e-05 0.000856093 121.64 
10000 -1.50208e-05 0.00331548 0.000221926 0.000827402 93.22 
11000 0.000159502 0.00303163 0.000267266 0.000756671 79.1 
12000 0.00051281 0.00281098 0.000410785 0.000710678 85.02 
13000 0.000319007 0.00260967 0.000326276 0.000663365 90.42 
14000 6.85677e-05 0.00244235 0.000608179 0.000678858 99.06 
15000 0.00208924 0.00305001 0.000579822 0.000635647 121.22 
16000 0.00195517 0.00286812 0.000482276 0.000605002 99.92 
17000 0.00202973 0.00270512 0.000470448 0.000570524 88.56 
18000 0.00240954 0.00258682 0.000608619 0.000557069 102.92 
19000 0.0022394 0.00245996 0.000468479 0.000546747 120.98 
20000 0.00219344 0.00234034 0.000266467 0.000557917 86.22 
21000 0.00262843 0.00227343 -1.81966e-05 0.00060333 116.78 
22000 0.00190907 0.00228835 6.14199e-05 0.000581974 123.8 
23000 0.00139737 0.00224989 7.34806e-05 0.000557328 92.56 
24000 0.00146923 0.00215921 0.000140604 0.000538768 98.02 
25000 0.000564646 0.00226315 0.000188795 0.00051987 102.34 
26000 0.000406619 0.00218344 0.000198091 0.000500331 92.34 
27000 0.000215253 0.0021127 0.000272437 0.00048783 103.16 
28000 0.000182406 0.00203881 0.000254157 0.000471062 79.44 
29000 0.000143239 0.00197007 0.000164957 0.000463749 123.34 
30000 -0.000178265 0.00193239 0.000154474 0.000448663 88.9 
31000 -0.000315079 0.00187603 0.000237717 0.000442319 90.88 
32000 -0.000265808 0.00181896 0.000142097 0.000439241 106.58 
33000 -0.000283596 0.00176474 0.000170095 0.000427045 94.46 
34000 0.000206567 0.0017823 0.000269493 0.000426411 101.5 
35000 0.000321481 0.00173589 0.000193159 0.000421369 85.52 
36000 0.000405254 0.0016904 0.000161613 0.000411034 105 
37000 0.000574236 0.00165397 0.000129064 0.000401393 133.22 
38000 0.000452647 0.00161558 9.92689e-05 0.0003921 96.64 
39000 0.000521687 0.00157619 0.000138291 0.000384158 95.16 
40000 0.000891153 0.00158104 7.76089e-05 0.000379554 102.76 
41000 0.00117526 0.00156888 6.35368e-05 0.000370674 107.68 
42000 0.00135383 0.00154233 8.03621e-05 0.000362342 113.9 
43000 0.00124738 0.00151063 0.000137245 0.000358552 115.6 
44000 0.0010084 0.00149589 0.000153236 0.000350858 113.24 
45000 0.00115132 0.00146997 6.31103e-05 0.000354784 109.42 
46000 0.00120684 0.00143943 1.95288e-05 0.000349878 115.5 
47000 0.00133391 0.00141484 9.593e-05 0.000350929 104.76 
48000 0.0011981 0.0013923 0.000122525 0.00034472 106.86 
49000 0.00158312 0.00141746 0.000145618 0.000338544 92.06 
50000 0.00158556 0.00138939 0.000128666 0.000332272 132.08 
51000 0.00146204 0.001368 0.000192942 0.000332099 100.28 
52000 0.00132092 0.00134934 0.000208209 0.00032613 105.66 
53000 0.00143395 0.00132893 0.000229351 0.000320732 99.08 
54000 0.00133717 0.00130813 0.000251345 0.000315613 81.88 
55000 0.00129191 0.00128536 0.000277564 0.000311033 102.14 
56000 0.00159148 0.00129766 0.000356805 0.000315636 88.8 
57000 0.00186691 0.0013045 0.000382151 0.000311181 94.56 
58000 0.00188946 0.00128239 0.000436427 0.000310639 91.84 
59000 0.00189182 0.00126084 0.000417643 0.000305995 108.66 
60000 0.00203903 0.00124871 0.000376464 0.000303741 120.68 
61000 0.00228044 0.0012519 0.000409167 0.000300587 85.96 
62000 0.00234249 0.00123343 0.000408014 0.000295779 85.92 
63000 0.0022781 0.00121571 0.000438588 0.000292722 86.64 
64000 0.00236766 0.00120021 0.000381524 0.000293779 94 
65000 0.00246212 0.00118565 0.00035151 0.000290846 88.9 
66000 0.00257618 0.00117338 0.000367872 0.000286939 107.42 
67000 0.00226302 0.00119766 0.000368404 0.000282689 102.5 
68000 0.00211917 0.00118891 0.000415064 0.000282442 113.28 
69000 0.00207757 0.00117254 0.000428629 0.000278708 118.88 
70000 0.00206495 0.00115597 0.000444902 0.000275236 94.4 
71000 0.00163675 0.00121758 0.000435374 0.000271554 90.5 
72000 0.00159098 0.00120166 0.00040545 0.000269475 88.86 
73000 0.00159067 0.00118531 0.000426164 0.000266614 89.36 
74000 0.00162203 0.00116982 0.000412944 0.000263367 75.46 
75000 0.00150111 0.00116064 0.000398652 0.000260272 90.92 
76000 0.00155271 0.00114663 0.000388102 0.000257086 87.54 
77000 0.0016847 0.00113951 0.000389878 0.000253775 84.2 
78000 0.00171229 0.00112533 0.000365158 0.000251758 116.44 
79000 0.00189573 0.00112621 0.000359906 0.000248647 126.02 
80000 0.00182483 0.00111448 0.00034538 0.000245987 89.98 
81000 0.00158033 0.00112763 0.000280898 0.00025138 97.86 
82000 0.0015575 0.00111419 0.000277542 0.000248355 84.8 
83000 0.00137507 0.00111586 0.000280322 0.000245397 100.22 
84000 0.00124137 0.00111073 0.000266492 0.000242887 82.34 
85000 0.00119685 0.00109864 0.00030066 0.000242465 78.96 
86000 0.00133635 0.00109486 0.000279911 0.000240559 87.86 
87000 0.00138723 0.00108355 0.000306568 0.000239299 126.68 
88000 0.00134201 0.00107226 0.000294572 0.000236899 83.14 
89000 0.00136663 0.00106056 0.000288731 0.000234324 108.58 
90000 0.00143378 0.00105099 0.000320095 0.000233848 117.26 
91000 0.00133544 0.00104414 0.000268717 0.00023693 116.42 
92000 0.00139666 0.00103467 0.000264595 0.000234405 81.04 
93000 0.00136866 0.00102399 0.000257464 0.000232007 97.44 
94000 0.00128806 0.00101635 0.000228386 0.000231386 79.22 
95000 0.00128467 0.00100571 0.000228136 0.000228963 99.66 
96000 0.00143458 0.00100652 0.000244092 0.000227152 100.22 
97000 0.00127698 0.00100858 0.000211268 0.000227205 95.24 
98000 0.00148988 0.00102079 0.000201953 0.000225092 89.88 
99000 0.00143761 0.00101189 0.000207252 0.000222892 108.24 
