-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 1.63934e-05 1.59784e-05
-2.5375 0 0
-2.5125 0 0
-2.4875 2.45902e-05 1.74842e-05
-2.4625 4.91803e-05 2.34718e-05
-2.4375 7.37705e-05 2.71236e-05
-2.4125 7.37705e-05 1.82366e-05
-2.3875 5.7377e-05 2.09778e-05
-2.3625 6.55738e-05 1.79581e-05
-2.3375 0.000213115 5.44943e-05
-2.3125 0.000188525 3.33456e-05
-2.2875 0.000311475 6.23166e-05
-2.2625 0.000286885 4.47078e-05
-2.2375 0.00047541 8.18852e-05
-2.2125 0.000901639 9.59402e-05
-2.1875 0.000901639 7.00328e-05
-2.1625 0.00120492 0.000123917
-2.1375 0.00168033 0.000115847
-2.1125 0.0019918 0.000116078
-2.0875 0.00239344 0.000153959
-2.0625 0.00341803 0.000161155
-2.0375 0.00436885 0.000273401
-2.0125 0.00582787 0.000266734
-1.9875 0.00698361 0.000350912
-1.9625 0.00830328 0.00038135
